,state,year,pregnancyratelt15,pregnancyrate1517,pregnancyrate1819,pregnancyrate1519,pregnancyratelt20,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionratelt15,abortionrate1517,abortionrate1819,abortionrate1519,abortionratelt20,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthratelt15,birthrate1517,birthrate1819,birthrate1519,birthratelt20,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,abortionratiolt15,abortionratio1517,abortionratio1819,abortionratio1519,abortionratiolt20,abortionratio2024,abortionratio2529,abortionratio3034,abortionratio3539,abortionratio40plus,pregnancieslt15,pregnancies1517,pregnancies1819,pregnancies1519,pregnancieslt20,pregnancies2024,pregnancies2529,pregnancies3034,pregnancies3539,pregnancies40plus,abortionslt15,abortions1517,abortions1819,abortions1519,abortionslt20,abortions2024,abortions2529,abortions3034,abortions3539,abortions40plus,birthslt15,births1517,births1819,births1519,birthslt20,births2024,births2529,births3034,births3539,births40plus,miscarriageslt15,miscarriages1517,miscarriages1819,miscarriages1519,miscarriageslt20,miscarriages2024,miscarriages2529,miscarriages3034,miscarriages3539,miscarriages40plus,populationlt15,population1517,population1819,population1519,populationlt20,population2024,population2529,population3034,population3539,population40plus,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal,notes,versiondate
662,PA,2017,2.2,11.7,44.6,25.7,26.1,102.5,141.8,141.8,70.7,16.5,1.2,3.6,12.2,7.2,7.5,25.1,23.9,15.3,8.6,3.0,0.8,6.5,26.1,14.8,14.9,62.3,96.2,104.1,51.0,11.0,1506.5,559.6,466.6,490.0,499.7,403.4,248.4,147.1,168.9,268.4,160.0,2690.0,7570.0,10260.0,10420.0,41650.0,60320.0,57120.0,27180.0,5900.0,90.0,830.0,2060.0,2890.0,2980.0,10220.0,10170.0,6170.0,3310.0,1060.0,57.0,1482,4417,5899,5956,25341,40941,41942,19617,3948,20.0,380.0,1090.0,1470.0,1490.0,6090.0,9210.0,9010.0,4250.0,900.0,74638,229366,169538,398904,398904,406527,425450,402907,384496,358858,2377142,33910,137745,85.2,57.9,14.3,246.2,30940,202590,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
676,RI,2014,2.6,13.3,41.2,27.0,27.4,90.9,127.1,137.3,72.9,16.4,,3.8,10.9,7.3,7.5,27.2,23.5,16.8,10.5,3.8,,7.6,24.3,15.8,16.0,50.8,84.4,99.0,51.1,10.2,,499.3,449.3,461.6,469.6,535.8,278.5,169.3,205.7,374.1,20.0,250.0,750.0,1010.0,1020.0,3680.0,4530.0,4540.0,2210.0,540.0,,70.0,200.0,270.0,280.0,1100.0,840.0,550.0,320.0,130.0,,145,445,590,596,2057,3007,3275,1550,338,,40.0,110.0,150.0,150.0,520.0,690.0,710.0,340.0,80.0,6085,19009,18317,37326,37326,40493,35643,33071,30344,33294,210171,3220,10823,78.6,51.5,15.3,297.4,2490,16530,, 1 Mar 2021
677,RI,2015,4.1,12.8,40.1,26.2,26.8,87.7,125.1,142.7,79.2,18.6,,3.5,13.0,8.1,8.4,26.1,24.9,16.3,11.3,4.5,1.8,7.5,21.6,14.3,14.6,49.2,81.4,104.0,55.6,11.4,,468.4,602.2,566.6,573.5,531.6,306.1,156.4,203.4,390.3,20.0,240.0,720.0,970.0,990.0,3500.0,4550.0,4740.0,2430.0,590.0,,70.0,230.0,300.0,310.0,1040.0,910.0,540.0,350.0,140.0,11.0,141,389,530,541,1962,2959,3458,1709,364,,30.0,100.0,140.0,140.0,500.0,680.0,750.0,380.0,90.0,5956,18896,18047,36943,36943,39905,36362,33239,30731,31892,209072,3290,10993,80.4,52.6,15.7,299.2,2530,16810,, 1 Mar 2021
678,RI,2016,2.3,11.6,38.5,24.8,25.2,85.9,125.4,139.9,77.4,18.5,,4.2,12.8,8.4,8.6,27.1,23.7,18.3,10.6,4.4,,5.8,20.4,13.0,13.1,46.8,82.9,99.8,54.8,11.4,,724.3,626.4,648.7,656.0,577.8,285.5,183.3,193.9,388.7,10.0,220.0,690.0,910.0,920.0,3370.0,4670.0,4660.0,2440.0,560.0,,80.0,230.0,310.0,310.0,1060.0,880.0,610.0,330.0,130.0,,108,366,474,479,1837,3085,3325,1725,347,,30.0,100.0,130.0,130.0,470.0,710.0,730.0,380.0,80.0,5860,18599,17937,36536,36536,39232,37233,33306,31498,30501,208306,3340,10798,79.8,51.8,16.0,308.9,2490,16630,, 1 Mar 2021
679,RI,2017,2.6,,,22.1,22.6,84.6,124.6,137.0,76.6,20.1,1.8,,,7.7,7.9,25.8,26.0,17.1,9.8,4.8,,5.2,17.7,11.4,11.5,46.9,80.0,98.4,54.8,12.3,3538.8,,,669.3,689.9,548.9,324.5,173.8,179.7,386.6,20.0,,,800.0,820.0,3280.0,4630.0,4610.0,2450.0,600.0,10.0,,,280.0,290.0,1000.0,960.0,580.0,320.0,140.0,,95,319,414,417,1816,2971,3311,1755,368,,,,110.0,110.0,460.0,690.0,720.0,380.0,90.0,5984,18202,17995,36197,36197,38698,37130,33633,32040,29828,207526,3280,10638,78.9,51.3,15.8,308.5,2460,16380,, 1 Mar 2021
693,SC,2014,2.8,21.2,74.4,43.1,43.7,129.7,147.8,119.9,54.4,12.1,0.8,4.7,13.0,8.1,8.3,20.2,18.0,12.4,7.1,2.2,1.6,13.4,50.1,28.5,28.8,89.6,106.6,88.6,38.8,8.0,508.1,352.0,259.2,284.8,287.3,225.8,168.9,140.0,182.4,279.7,90.0,1880.0,4620.0,6500.0,6590.0,22320.0,23720.0,18670.0,7990.0,1900.0,20.0,420.0,810.0,1220.0,1250.0,3480.0,2890.0,1930.0,1040.0,350.0,49.0,1186,3111,4297,4346,15414,17118,13788,5701,1260,10.0,280.0,700.0,980.0,990.0,3430.0,3710.0,2950.0,1240.0,290.0,31039,88661,62134,150795,150795,172078,160532,155657,146853,156803,942718,10940,57627,86.1,61.1,11.6,189.9,12620,81190,, 1 Mar 2021
694,SC,2015,3.4,18.5,70.5,39.6,40.3,128.9,144.8,121.3,57.5,12.7,0.7,4.3,12.0,7.4,7.6,21.2,17.7,11.6,6.9,2.5,2.2,11.4,47.8,26.2,26.6,88.0,104.5,90.5,41.6,8.3,343.9,377.2,250.3,283.2,284.2,240.8,168.9,128.4,166.2,296.6,100.0,1680.0,4390.0,6080.0,6180.0,21680.0,24300.0,19000.0,8660.0,1970.0,20.0,390.0,750.0,1140.0,1160.0,3560.0,2960.0,1820.0,1040.0,380.0,66.0,1043,2978,4021,4087,14799,17537,14168,6260,1288,20.0,250.0,670.0,920.0,930.0,3320.0,3800.0,3020.0,1360.0,300.0,30597,91171,62350,153521,153521,168120,167790,156639,150520,154744,951334,10930,58139,86.0,61.1,11.5,188.0,12720,81790,, 1 Mar 2021
695,SC,2016,2.3,16.4,64.3,35.8,36.3,122.1,141.7,122.1,59.7,12.8,0.5,3.9,10.8,6.7,6.8,20.9,17.6,11.6,7.4,2.4,1.5,10.1,43.7,23.7,24.0,82.5,101.9,91.1,43.0,8.4,346.0,385.9,247.0,282.2,283.0,253.5,173.0,127.8,172.9,287.0,70.0,1520.0,4060.0,5580.0,5650.0,20050.0,24600.0,19320.0,9270.0,1930.0,20.0,360.0,680.0,1040.0,1060.0,3440.0,3060.0,1840.0,1150.0,370.0,44.0,937,2758,3695,3739,13557,17691,14411,6671,1273,10.0,220.0,620.0,840.0,850.0,3060.0,3840.0,3070.0,1450.0,290.0,30048,92671,63119,155790,155790,164246,173528,158170,155237,151189,958160,10920,57342,84.3,59.8,11.4,190.4,12560,80820,, 1 Mar 2021
696,SC,2017,2.4,,,33.6,34.0,123.0,140.4,122.2,58.3,13.3,0.7,,,6.9,7.0,20.6,18.9,12.3,7.5,2.7,1.3,9.2,39.7,21.7,21.9,83.6,99.6,90.5,41.7,8.6,556.7,,,318.8,321.6,246.8,190.0,136.2,180.9,315.4,70.0,,,5280.0,5360.0,19910.0,24890.0,19530.0,9260.0,2010.0,20.0,,,1090.0,1110.0,3340.0,3360.0,1970.0,1200.0,410.0,40.0,862,2546,3408,3448,13531,17664,14465,6622,1299,10.0,,,790.0,800.0,3040.0,3870.0,3090.0,1440.0,300.0,30333,93229,64172,157401,157401,161856,177295,159768,158811,150827,965958,11380,57029,83.8,59.0,11.8,199.6,12540,80960,, 1 Mar 2021
710,SD,2014,2.5,18.8,59.5,35.8,36.3,124.2,195.0,148.7,62.8,11.7,,2.3,4.7,3.3,3.5,8.4,8.2,4.7,4.1,1.0,,13.5,45.2,26.8,27.0,95.8,155.0,119.6,48.6,8.8,,169.8,104.6,123.8,128.5,88.2,52.9,39.3,84.3,116.8,10.0,300.0,680.0,980.0,1000.0,3600.0,5240.0,4040.0,1490.0,270.0,,40.0,50.0,90.0,100.0,250.0,220.0,130.0,100.0,20.0,,216,519,735,742,2778,4162,3251,1149,201,,50.0,110.0,160.0,160.0,580.0,850.0,660.0,240.0,40.0,5378,15966,11477,27443,27443,29011,26859,27175,23640,22788,156916,810,12283,99.6,78.3,5.2,65.8,2540,15630,, 1 Mar 2021
711,SD,2015,2.2,13.6,64.7,34.7,35.1,123.2,195.6,154.2,58.6,12.9,,1.7,3.9,2.6,2.7,8.6,7.3,5.5,3.2,1.1,,9.7,50.4,26.5,26.8,94.7,156.3,123.5,45.8,9.7,,178.9,76.7,98.7,100.0,91.3,46.4,44.2,70.6,111.3,10.0,220.0,730.0,940.0,950.0,3580.0,5230.0,4160.0,1440.0,290.0,,30.0,40.0,70.0,70.0,250.0,190.0,150.0,80.0,20.0,,155,565,720,728,2752,4180,3329,1129,218,,30.0,120.0,150.0,150.0,580.0,860.0,680.0,230.0,50.0,5283,15937,11210,27147,27147,29056,26736,26962,24636,22376,156913,770,12336,99.7,78.6,4.9,62.4,2540,15650,, 1 Mar 2021
712,SD,2016,,16.1,56.4,32.7,33.1,115.7,193.7,152.6,61.7,14.0,,1.1,4.8,2.6,2.6,7.2,7.8,5.3,2.8,1.1,,12.4,42.6,24.9,25.2,89.8,154.3,122.3,48.8,10.6,,85.1,112.6,104.5,103.3,80.4,50.5,42.9,56.7,105.8,,260.0,640.0,900.0,910.0,3370.0,5230.0,4130.0,1580.0,310.0,,20.0,50.0,70.0,70.0,210.0,210.0,140.0,70.0,20.0,,200,481,681,689,2616,4167,3315,1254,234,,40.0,100.0,140.0,140.0,540.0,850.0,680.0,260.0,50.0,5397,16065,11285,27350,27350,29123,27010,27098,25674,22075,158330,730,12275,98.1,77.5,4.6,59.5,2530,15530,, 1 Mar 2021
713,SD,2017,2.6,13.0,55.1,30.4,30.9,112.0,183.5,154.2,64.8,14.2,,1.9,5.2,3.3,3.4,7.8,7.1,4.2,3.6,0.9,,9.1,41.2,22.3,22.6,86.2,146.4,124.6,50.7,11.0,,215.0,125.7,147.0,152.4,90.4,48.6,34.1,70.6,85.3,10.0,210.0,620.0,840.0,850.0,3240.0,5040.0,4210.0,1720.0,320.0,,30.0,60.0,90.0,90.0,230.0,200.0,120.0,90.0,20.0,,147,467,614,622,2496,4024,3402,1343,247,,30.0,100.0,130.0,130.0,520.0,820.0,690.0,280.0,50.0,5548,16211,11335,27546,27546,28966,27481,27299,26496,22444,160232,750,12134,96.0,75.7,4.7,61.6,2500,15380,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
727,TN,2014,3.7,19.3,89.2,46.7,47.4,137.1,149.2,115.6,50.5,10.7,1.4,2.6,11.9,6.2,6.5,17.7,15.5,9.4,5.6,1.5,1.8,13.7,63.4,33.2,33.6,98.0,110.1,87.7,37.0,7.6,771.4,188.4,187.2,187.5,194.0,180.9,140.8,107.3,152.1,198.9,160.0,2390.0,7120.0,9500.0,9660.0,31440.0,32710.0,24930.0,10370.0,2350.0,60.0,320.0,950.0,1270.0,1330.0,4070.0,3400.0,2030.0,1150.0,330.0,76.0,1695,5061,6756,6832,22475,24141,18911,7585,1658,20.0,370.0,1110.0,1480.0,1500.0,4900.0,5170.0,3990.0,1630.0,360.0,42319,123805,79775,203580,203580,229418,219206,215585,205214,219399,1292402,12300,81602,86.2,63.1,9.5,150.8,17550,111460,, 1 Mar 2021
728,TN,2015,2.9,18.1,82.0,42.8,43.3,134.1,147.3,116.7,51.8,11.1,0.8,2.7,9.8,5.5,5.7,16.7,14.6,9.6,5.3,1.6,1.6,12.6,59.3,30.6,30.9,96.4,109.4,88.4,38.4,7.8,530.0,218.8,165.8,179.2,182.9,173.1,133.3,109.0,137.0,209.4,120.0,2280.0,6480.0,8760.0,8870.0,30430.0,33340.0,25140.0,10800.0,2380.0,40.0,350.0,780.0,1120.0,1160.0,3790.0,3300.0,2080.0,1100.0,350.0,67.0,1580,4687,6267,6334,21886,24758,19044,7997,1666,20.0,350.0,1020.0,1370.0,1380.0,4760.0,5280.0,4020.0,1710.0,370.0,41828,125777,79027,204804,204804,226994,226319,215309,208512,214773,1296711,11770,81685,85.6,63.0,9.1,144.1,17510,110970,, 1 Mar 2021
729,TN,2016,2.7,15.8,76.1,39.0,39.5,127.9,141.5,118.8,53.1,11.5,0.6,2.3,9.3,5.0,5.1,15.8,14.1,9.1,4.9,1.5,1.7,11.1,54.9,27.9,28.3,92.1,105.0,90.7,39.7,8.1,363.8,203.8,169.2,177.6,179.8,172.0,134.7,99.8,124.3,188.7,110.0,2000.0,6050.0,8050.0,8160.0,28500.0,33260.0,25720.0,11300.0,2380.0,30.0,290.0,740.0,1020.0,1050.0,3530.0,3320.0,1960.0,1050.0,320.0,69.0,1404,4362,5766,5835,20516,24669,19639,8456,1692,20.0,310.0,950.0,1260.0,1270.0,4460.0,5270.0,4120.0,1800.0,370.0,41172,126868,79451,206319,206319,222780,234996,216502,212909,207864,1301370,11230,80807,84.0,62.1,8.6,139.0,17280,109320,, 1 Mar 2021
730,TN,2017,2.5,14.8,71.2,36.7,37.2,126.7,140.2,118.5,53.4,11.5,0.5,2.1,7.8,4.4,4.5,15.6,13.6,9.2,5.0,1.6,1.6,10.4,52.1,26.6,26.9,91.3,104.3,90.4,39.9,8.1,286.6,206.0,150.6,163.8,165.3,171.1,130.3,101.4,124.1,197.9,100.0,1870.0,5740.0,7610.0,7720.0,27940.0,33920.0,25900.0,11540.0,2370.0,20.0,270.0,630.0,900.0,920.0,3440.0,3290.0,2000.0,1070.0,330.0,68.0,1313,4203,5516,5584,20126,25247,19747,8638,1674,20.0,290.0,900.0,1190.0,1210.0,4370.0,5380.0,4150.0,1830.0,370.0,41757,126690,80665,207355,207355,220496,241947,218472,216264,206207,1310741,11060,81016,83.5,61.8,8.4,136.5,17310,109390,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
744,TX,2014,3.9,25.4,92.9,51.7,52.5,144.0,157.7,131.1,64.8,15.6,0.9,2.7,11.2,6.0,6.2,18.6,15.9,10.1,5.9,2.1,2.4,18.7,67.2,37.6,38.1,102.9,116.8,100.0,48.5,11.0,392.6,146.9,166.2,160.3,163.4,180.3,136.2,101.2,122.5,194.7,770.0,14490.0,33770.0,48260.0,49030.0,139460.0,152630.0,127660.0,58720.0,14260.0,180.0,1560.0,4060.0,5620.0,5810.0,17990.0,15410.0,9860.0,5390.0,1960.0,470.0,10644,24419,35063,35533,99733,113074,97346,43993,10087,110.0,2290.0,5290.0,7570.0,7690.0,21750.0,24160.0,20450.0,9340.0,2210.0,197332,569534,363611,933145,933145,968836,967861,973900,906248,917289,5667279,56400,399766,95.6,70.5,10.0,141.1,85590,541760,Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents., 1 Mar 2021
745,TX,2015,3.7,22.7,86.4,47.3,48.0,140.3,156.5,132.6,66.0,16.2,0.8,2.5,10.2,5.5,5.7,17.9,15.5,9.9,6.1,2.2,2.3,16.6,62.6,34.4,34.8,100.6,116.2,101.4,49.5,11.5,355.0,151.9,163.2,159.9,162.6,177.6,133.6,98.1,122.3,188.7,730.0,13270.0,31710.0,44970.0,45700.0,136440.0,155680.0,131270.0,61590.0,14910.0,160.0,1470.0,3750.0,5230.0,5390.0,17360.0,15440.0,9850.0,5640.0,2000.0,457.0,9704,22983,32687,33144,97786,115576,100361,46155,10596,110.0,2090.0,4970.0,7060.0,7170.0,21290.0,24660.0,21060.0,9800.0,2320.0,199015,584270,366883,951153,951153,972381,995015,990160,932757,919039,5760505,55690,403618,94.7,70.1,9.7,138.0,86290,545600,Proportion of abortions had by each age-group based on corrected data from state Department of Health on abortions among Texas residents., 1 Mar 2021
746,TX,2016,3.1,20.6,78.2,42.6,43.3,134.1,151.5,132.1,66.8,16.5,0.6,2.4,9.8,5.2,5.3,17.2,15.2,10.0,6.0,2.1,2.0,15.0,56.2,30.7,31.2,96.0,112.3,100.9,50.2,11.8,272.9,159.6,174.1,169.7,171.1,179.0,135.6,99.2,119.7,179.1,610.0,12290.0,28980.0,41270.0,41880.0,129860.0,154630.0,132640.0,64190.0,15070.0,110.0,1430.0,3630.0,5050.0,5160.0,16640.0,15540.0,10050.0,5770.0,1930.0,404.0,8936,20829,29765,30169,92959,114615,101319,48201,10784,90.0,1930.0,4530.0,6460.0,6550.0,20260.0,24480.0,21270.0,10220.0,2350.0,197323,597414,370770,968184,968184,968225,1020752,1003990,960515,914438,5836104,55100,398047,92.2,68.2,9.4,138.4,85120,538270,, 1 Mar 2021
747,TX,2017,2.4,18.0,71.8,38.7,39.2,127.1,144.7,127.9,65.2,16.3,0.6,2.4,9.7,5.2,5.3,17.4,15.4,10.3,6.0,2.2,1.5,12.8,51.0,27.5,27.8,90.0,106.5,97.1,48.8,11.5,397.0,185.9,189.5,188.4,190.7,192.9,144.4,105.9,123.6,189.8,490.0,10890.0,27060.0,37960.0,38450.0,122600.0,150760.0,129520.0,64190.0,14920.0,120.0,1440.0,3640.0,5080.0,5200.0,16750.0,16020.0,10420.0,5940.0,2010.0,301.0,7755,19216,26971,27272,86812,110942,98384,48052,10588,70.0,1700.0,4210.0,5900.0,5970.0,19040.0,23790.0,20720.0,10200.0,2320.0,201194,603595,377030,980625,980625,964350,1041654,1012789,983894,917866,5901178,56340,382050,88.2,64.7,9.5,147.5,82040,520440,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
789,US,2014,3.1,18.5,70.0,39.4,40.0,124.3,152.4,137.5,71.2,17.3,1.3,4.9,15.9,9.4,9.6,26.7,22.9,14.8,9.0,3.2,1.3,10.9,43.8,24.2,24.5,79.2,106.0,101.0,51.1,11.5,990.9,450.8,362.9,386.5,393.1,336.7,216.5,146.9,176.8,280.9,6340.0,113270.0,291520.0,404790.0,411130.0,1385960.0,1647230.0,1471960.0,709460.0,178760.0,2740.0,30110.0,66160.0,96270.0,99010.0,297170.0,247960.0,158810.0,89960.0,33280.0,2769.0,66791,182287,249078,251847,882567,1145392,1081058,508748,118464,830.0,16370.0,43070.0,59440.0,60270.0,206230.0,253870.0,232090.0,110750.0,27020.0,2067872,6116088,4162186,10278274,10278274,11147661,10805274,10706128,9958412,10342482,63238231,926190,3988076,91.8,63.1,14.6,232.2,890230,5804500,, 1 Mar 2021
790,US,2015,2.7,16.7,65.2,36.1,36.7,120.4,150.3,138.3,72.1,17.7,1.1,4.3,14.8,8.5,8.7,25.3,22.6,14.8,8.9,3.1,1.2,9.9,40.8,22.3,22.5,77.1,104.6,101.7,51.9,11.9,925.8,435.5,362.3,381.8,387.7,328.4,215.9,145.2,171.1,263.6,5550.0,102730.0,269410.0,372140.0,377680.0,1327860.0,1656470.0,1488450.0,732990.0,179940.0,2310.0,26640.0,61070.0,87710.0,90020.0,279320.0,248810.0,158930.0,90360.0,31830.0,2500.0,61184,168531,229715,232215,850509,1152311,1094693,527996,120773,730.0,14900.0,39810.0,54710.0,55450.0,198030.0,255340.0,234830.0,114640.0,27340.0,2047705,6167051,4131436,10298487,10298487,11032073,11017889,10759408,10164245,10142727,63414829,899270,3978497,90.9,62.7,14.2,226.0,885630,5763400,, 1 Mar 2021
791,US,2016,2.5,15.0,60.2,33.1,33.6,115.3,146.9,139.1,72.7,18.2,1.1,4.0,13.8,7.9,8.1,24.1,22.2,14.5,8.7,3.1,1.1,8.8,37.5,20.3,20.5,74.0,102.1,102.6,52.7,12.3,954.7,455.0,366.8,389.8,395.8,325.6,217.4,141.7,164.7,252.8,5070.0,93090.0,248650.0,341740.0,346810.0,1252740.0,1653760.0,1506470.0,756170.0,180600.0,2150.0,24910.0,56880.0,81790.0,83940.0,261790.0,249830.0,157470.0,90170.0,30890.0,2253.0,54741,155068,209809,212062,803978,1149122,1111042,547488,122183,670.0,13440.0,36700.0,50140.0,50810.0,186970.0,254810.0,237960.0,118510.0,27530.0,2006781,6196765,4133035,10329800,10329800,10868770,11257534,10829130,10396533,9910658,63592425,874080,3945875,89.6,62.0,13.7,221.5,876580,5696540,, 1 Mar 2021
792,US,2017,2.2,13.6,56.9,31.0,31.4,111.3,141.8,136.6,72.3,18.5,1.0,3.7,13.3,7.6,7.8,23.5,21.9,14.5,8.6,3.1,0.9,7.9,35.2,18.8,19.0,71.2,98.1,100.5,52.4,12.6,1022.6,476.1,379.1,403.3,409.4,329.7,222.8,144.6,164.1,245.6,4460.0,83680.0,235810.0,319490.0,323950.0,1195120.0,1623710.0,1483990.0,765890.0,182500.0,1960.0,23110.0,55280.0,78400.0,80360.0,252170.0,250380.0,157900.0,91030.0,30490.0,1917.0,48547,145830,194377,196294,764780,1123577,1091917,554796,124136,580.0,12020.0,34690.0,46720.0,47290.0,178170.0,249750.0,234170.0,120060.0,27880.0,2021482,6175125,4141825,10316950,10316950,10736534,11447733,10864243,10588771,9857321,63811552,862320,3855500,87.4,60.4,13.5,223.7,857330,5575150,, 1 Mar 2021
806,UT,2014,1.3,11.0,52.9,27.1,27.3,118.9,203.1,153.7,70.6,15.7,,1.3,6.2,3.2,3.3,7.6,6.6,4.6,3.3,1.3,0.7,7.9,38.4,19.6,19.8,92.1,163.1,123.9,55.8,11.9,,165.1,160.9,161.9,164.8,83.0,40.7,37.0,59.7,109.4,30.0,740.0,2240.0,2980.0,3010.0,14600.0,21430.0,17010.0,7230.0,1350.0,,90.0,260.0,350.0,360.0,940.0,700.0,510.0,340.0,110.0,17.0,538,1625,2163,2180,11309,17219,13712,5710,1024,,120.0,350.0,470.0,470.0,2360.0,3510.0,2790.0,1180.0,220.0,23825,67775,42329,110104,110104,122795,105556,110670,102391,85879,637395,2960,51154,101.4,80.3,4.6,57.9,10530,64640,, 1 Mar 2021
807,UT,2015,0.8,9.6,49.5,24.8,25.0,112.6,202.2,155.5,70.2,16.0,,1.1,6.2,3.1,3.1,7.9,7.2,4.5,2.9,1.4,0.7,7.0,35.5,17.9,18.0,86.6,161.9,125.4,55.8,12.0,,157.9,175.4,171.2,169.8,90.8,44.2,36.2,51.3,118.0,20.0,670.0,2130.0,2810.0,2820.0,13810.0,21740.0,16980.0,7480.0,1410.0,,80.0,270.0,350.0,350.0,960.0,770.0,500.0,300.0,120.0,16.0,489,1532,2021,2037,10622,17412,13699,5950,1058,,110.0,330.0,440.0,440.0,2220.0,3560.0,2790.0,1220.0,220.0,23939,69865,43100,112965,112965,122606,107541,109244,106546,87881,646783,3010,50778,99.3,78.5,4.6,59.2,10460,64240,, 1 Mar 2021
808,UT,2016,0.9,8.6,43.6,22.0,22.1,111.7,189.2,156.9,70.7,16.6,,1.0,5.6,2.8,2.9,7.9,7.0,4.6,3.0,1.4,0.4,6.2,31.2,15.7,15.8,85.8,151.3,126.5,56.2,12.5,,166.2,180.4,176.9,180.9,92.4,46.0,36.7,53.4,114.7,20.0,620.0,1930.0,2550.0,2570.0,13690.0,21280.0,17080.0,7790.0,1510.0,,70.0,250.0,320.0,330.0,970.0,780.0,500.0,330.0,130.0,10.0,447,1382,1829,1839,10515,17017,13769,6188,1136,,100.0,300.0,400.0,400.0,2200.0,3480.0,2800.0,1270.0,240.0,24227,71803,44358,116161,116161,122561,112469,108873,110144,90557,660765,3050,50464,96.7,76.4,4.6,60.5,10400,63910,, 1 Mar 2021
809,UT,2017,1.1,8.2,42.8,21.5,21.8,106.4,175.7,150.8,66.0,16.6,0.6,1.2,6.1,3.1,3.2,7.6,6.5,4.7,2.8,1.2,,5.8,30.1,15.1,15.2,81.7,140.4,121.4,52.4,12.7,1943.3,207.9,202.4,203.7,211.4,92.9,46.4,38.6,52.6,96.7,30.0,600.0,1960.0,2560.0,2590.0,13200.0,20560.0,16270.0,7430.0,1570.0,20.0,90.0,280.0,370.0,380.0,940.0,760.0,510.0,310.0,120.0,,421,1380,1801,1809,10138,16435,13096,5906,1201,,90.0,300.0,400.0,400.0,2120.0,3360.0,2670.0,1210.0,250.0,25044,73139,45893,119032,119032,124080,117036,107874,112609,94768,675399,3020,48585,91.2,71.9,4.5,62.2,10020,61620,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
823,VT,2014,,11.7,41.3,26.0,26.1,88.2,141.7,133.8,66.9,16.0,,4.5,11.7,8.0,8.1,20.5,20.1,11.7,7.6,3.2,,5.6,23.7,14.3,14.4,54.7,99.7,100.8,48.8,10.4,,814.5,494.7,559.3,561.1,375.3,201.2,115.7,155.7,307.6,,130.0,430.0,560.0,560.0,1960.0,2470.0,2430.0,1160.0,300.0,,50.0,120.0,170.0,170.0,460.0,350.0,210.0,130.0,60.0,,62,245,307,308,1214,1735,1833,843,197,,20.0,60.0,80.0,80.0,290.0,380.0,390.0,180.0,50.0,3524,11116,10343,21459,21459,22198,17397,18188,17288,18908,115438,1380,6130,76.9,53.1,12.0,225.4,1360,8880,, 1 Mar 2021
824,VT,2015,,9.2,33.3,20.8,21.1,76.7,140.3,134.5,71.3,12.2,,4.1,8.8,6.3,6.4,18.0,20.4,14.1,7.0,2.3,,3.9,19.7,11.5,11.7,47.4,98.2,99.2,53.0,8.0,,1038.8,447.5,551.3,551.0,379.3,208.2,142.3,132.8,291.4,,100.0,340.0,440.0,450.0,1740.0,2450.0,2430.0,1250.0,220.0,,40.0,90.0,140.0,140.0,410.0,360.0,260.0,120.0,40.0,,43,202,245,249,1074,1711,1794,929,146,,10.0,50.0,60.0,60.0,260.0,380.0,380.0,200.0,30.0,3452,11007,10276,21283,21283,22643,17426,18092,17528,18152,115124,1320,5903,74.2,51.3,11.5,224.0,1310,8540,, 1 Mar 2021
825,VT,2016,,10.4,30.0,20.0,20.2,72.1,134.2,131.9,70.0,15.5,,4.3,10.0,7.1,7.2,16.3,20.2,12.8,5.8,3.1,,4.7,15.8,10.2,10.3,45.1,93.3,98.2,53.0,10.0,,920.7,631.0,699.0,697.0,362.7,217.0,130.5,109.9,311.4,,110.0,310.0,420.0,420.0,1630.0,2350.0,2380.0,1250.0,270.0,,50.0,100.0,150.0,150.0,370.0,350.0,230.0,100.0,50.0,,50,163,213,215,1018,1634,1771,945,173,,10.0,40.0,60.0,60.0,240.0,360.0,380.0,200.0,40.0,3400,10658,10290,20948,20948,22591,17522,18038,17830,17264,114193,1260,5756,72.6,50.4,11.1,219.3,1280,8300,, 1 Mar 2021
